file_name,text
FPTOpenSpeechData_Set001_V0.1_011686.mp3,có lẽ nó quá nhỏ
FPTOpenSpeechData_Set001_V0.1_007225.mp3,ồ đây là nước mỹ
FPTOpenSpeechData_Set001_V0.1_005393.mp3,em bé sắp ra đời
FPTOpenSpeechData_Set001_V0.1_006271.mp3,còn về một lá thư
FPTOpenSpeechData_Set001_V0.1_001174.mp3,có vẻ nó rất ngứa
FPTOpenSpeechData_Set001_V0.1_009455.mp3,cô ấy đã uống rồi
FPTOpenSpeechData_Set001_V0.1_005379.mp3,của tôi đó cám ơn
FPTOpenSpeechData_Set001_V0.1_005222.mp3,tôi ở đây để nghỉ
FPTOpenSpeechData_Set001_V0.1_014097.mp3,ti vi mở âm lượng
FPTOpenSpeechData_Set001_V0.1_001176.mp3,tôi cần mang về ạ
FPTOpenSpeechData_Set001_V0.1_006685.mp3,ti vi chuyển V ba
FPTOpenSpeechData_Set001_V0.1_012880.mp3,bồ ơi bồ ở anh về
FPTOpenSpeechData_Set001_V0.1_011735.mp3,cô ấy là tiếp tân
FPTOpenSpeechData_Set001_V0.1_008150.mp3,nó cách xa chỗ đó
FPTOpenSpeechData_Set001_V0.1_000873.mp3,các bà vợ kể rằng
FPTOpenSpeechData_Set001_V0.1_004231.mp3,bạn sẽ ăn ở nhà à
FPTOpenSpeechData_Set001_V0.1_010959.mp3,nó cách xa chỗ đó
FPTOpenSpeechData_Set001_V0.1_001189.mp3,cô ấy đã uống rồi
FPTOpenSpeechData_Set001_V0.1_003467.mp3,bật chế độ hút ẩm
FPTOpenSpeechData_Set001_V0.1_006167.mp3,có vẻ nó rất ngứa
FPTOpenSpeechData_Set001_V0.1_013134.mp3,no tệ đến mức nào
FPTOpenSpeechData_Set001_V0.1_009748.mp3,chúng có bị khó ở
FPTOpenSpeechData_Set001_V0.1_008175.mp3,nào lợn con ủn ỉn
FPTOpenSpeechData_Set001_V0.1_013010.mp3,làm ơn gọi bác sĩ
FPTOpenSpeechData_Set001_V0.1_013847.mp3,tôi đến từ ba lan
FPTOpenSpeechData_Set001_V0.1_000376.mp3,ồ không vấn đề gì
FPTOpenSpeechData_Set001_V0.1_006738.mp3,tiêu cực hay ủ rũ
FPTOpenSpeechData_Set001_V0.1_000124.mp3,không mở cửa ồ ạt
FPTOpenSpeechData_Set001_V0.1_004557.mp3,nó ở bên trái anh
FPTOpenSpeechData_Set001_V0.1_010568.mp3,ồ tôi hiểu cảm ơn
FPTOpenSpeechData_Set001_V0.1_000044.mp3,anh đã làm rất tệ
FPTOpenSpeechData_Set001_V0.1_011195.mp3,tôi có ba con gái
FPTOpenSpeechData_Set001_V0.1_004522.mp3,ti vi chuyển V ba
FPTOpenSpeechData_Set001_V0.1_000035.mp3,bán đấu giá mỹ nữ
FPTOpenSpeechData_Set001_V0.1_013985.mp3,tô sữa đậu nành ạ
FPTOpenSpeechData_Set001_V0.1_001546.mp3,đợi chờ ở sân bay
FPTOpenSpeechData_Set001_V0.1_009277.mp3,tiêu cực hay ủ rũ
FPTOpenSpeechData_Set001_V0.1_009225.mp3,bán đấu giá mỹ nữ
FPTOpenSpeechData_Set001_V0.1_010516.mp3,anh đã ăn đủ chưa
FPTOpenSpeechData_Set001_V0.1_000597.mp3,đầu gối tôi bị va
FPTOpenSpeechData_Set001_V0.1_003348.mp3,tất cả có sổ hồng
FPTOpenSpeechData_Set001_V0.1_012977.mp3,bà cô béo lẳn mặt
FPTOpenSpeechData_Set001_V0.1_011950.mp3,cám ơn tôi rõ rồi
FPTOpenSpeechData_Set001_V0.1_013483.mp3,bật chế độ hút ẩm
FPTOpenSpeechData_Set001_V0.1_007805.mp3,tôi đã bị tra tấn
FPTOpenSpeechData_Set001_V0.1_002667.mp3,và họ yêu điều đó
FPTOpenSpeechData_Set001_V0.1_007872.mp3,có thể là lần tới
FPTOpenSpeechData_Set001_V0.1_007686.mp3,tên của tôi ở đây
FPTOpenSpeechData_Set001_V0.1_007909.mp3,tôi đến từ hà lan
FPTOpenSpeechData_Set001_V0.1_010725.mp3,anh ấy sẽ mua cơm
FPTOpenSpeechData_Set001_V0.1_008030.mp3,ồ tôi hiểu làm ơn
FPTOpenSpeechData_Set001_V0.1_001075.mp3,và họ yêu điều đó
FPTOpenSpeechData_Set001_V0.1_012769.mp3,tôi muốn có vé mở
FPTOpenSpeechData_Set001_V0.1_006033.mp3,cô ta bị đánh gục
FPTOpenSpeechData_Set001_V0.1_011448.mp3,bà đi đâu thưa bà
FPTOpenSpeechData_Set001_V0.1_003322.mp3,một chỗ ở ghế đầu
FPTOpenSpeechData_Set001_V0.1_007323.mp3,có vẻ nó rất ngứa
FPTOpenSpeechData_Set001_V0.1_000075.mp3,tôi có ba con gái
FPTOpenSpeechData_Set001_V0.1_008562.mp3,một vé một lượt ạ
FPTOpenSpeechData_Set001_V0.1_008563.mp3,ti vi mở âm lượng
FPTOpenSpeechData_Set001_V0.1_002158.mp3,tôi đến từ ba lan
FPTOpenSpeechData_Set001_V0.1_007094.mp3,bạn tôi đã bị bắn
FPTOpenSpeechData_Set001_V0.1_000332.mp3,ti vi tắt âm lượng
FPTOpenSpeechData_Set001_V0.1_001851.mp3,có ý kiến cho rằng
FPTOpenSpeechData_Set001_V0.1_005284.mp3,cổng số mười ở đâu
FPTOpenSpeechData_Set001_V0.1_004147.mp3,ti vi chuyển V một
FPTOpenSpeechData_Set001_V0.1_006356.mp3,dù có đủ lực lượng
FPTOpenSpeechData_Set001_V0.1_007438.mp3,cửa mở lúc mấy giờ
FPTOpenSpeechData_Set001_V0.1_008430.mp3,gác máy và chờ đợi
FPTOpenSpeechData_Set001_V0.1_012378.mp3,đừng để con sâu ăn
FPTOpenSpeechData_Set001_V0.1_008419.mp3,cám ơn gặp anh sau
FPTOpenSpeechData_Set001_V0.1_010856.mp3,cô ấy bị gãy xương
FPTOpenSpeechData_Set001_V0.1_001849.mp3,vài nét về a huỳnh
FPTOpenSpeechData_Set001_V0.1_010226.mp3,anh hơi bị đần độn
FPTOpenSpeechData_Set001_V0.1_002863.mp3,cảm ơn gặp anh sau
FPTOpenSpeechData_Set001_V0.1_011499.mp3,đón xe buýt số năm
FPTOpenSpeechData_Set001_V0.1_000325.mp3,bạn có biết hẹn hò
FPTOpenSpeechData_Set001_V0.1_011505.mp3,xin lỗi bạn cần gì
FPTOpenSpeechData_Set001_V0.1_002438.mp3,bật chế độ làm mát
FPTOpenSpeechData_Set001_V0.1_011557.mp3,kênh bóng đá ti vi
FPTOpenSpeechData_Set001_V0.1_010889.mp3,khắp mình đau ê ẩm
FPTOpenSpeechData_Set001_V0.1_005649.mp3,để tôi tính cái đó
FPTOpenSpeechData_Set001_V0.1_001615.mp3,ti vi chuyển V hai
FPTOpenSpeechData_Set001_V0.1_009875.mp3,à giờ tôi hiểu rồi
FPTOpenSpeechData_Set001_V0.1_013735.mp3,tôi sẽ gặp bạn sau
FPTOpenSpeechData_Set001_V0.1_012246.mp3,tôi sẽ gặp bạn sau
FPTOpenSpeechData_Set001_V0.1_011224.mp3,vâng ta cứ bắt đầu
FPTOpenSpeechData_Set001_V0.1_005631.mp3,và chị đã làm được
FPTOpenSpeechData_Set001_V0.1_005757.mp3,anh đã vượt đèn đỏ
FPTOpenSpeechData_Set001_V0.1_001459.mp3,anh có nhớ bóng đá
FPTOpenSpeechData_Set001_V0.1_011057.mp3,x sẽ được cung cấp
FPTOpenSpeechData_Set001_V0.1_012614.mp3,cô khóc và lắc đầu
FPTOpenSpeechData_Set001_V0.1_009942.mp3,và giật giật cổ áo
FPTOpenSpeechData_Set001_V0.1_007813.mp3,một hai ba bốn năm
FPTOpenSpeechData_Set001_V0.1_000586.mp3,tôi bị mất máy ảnh
FPTOpenSpeechData_Set001_V0.1_007694.mp3,được ở đây thì tốt
FPTOpenSpeechData_Set001_V0.1_008044.mp3,ở đâu đây thưa ông
FPTOpenSpeechData_Set001_V0.1_003910.mp3,xin lỗi tôi bị lạc
FPTOpenSpeechData_Set001_V0.1_011301.mp3,sự trở lại của năm
FPTOpenSpeechData_Set001_V0.1_006255.mp3,đây là nơi rất đẹp
FPTOpenSpeechData_Set001_V0.1_006233.mp3,tôi muốn mua đồ cổ
FPTOpenSpeechData_Set001_V0.1_009716.mp3,cô ấy sưu tầm rượu
FPTOpenSpeechData_Set001_V0.1_003850.mp3,bàn tiếp tân ở đâu
FPTOpenSpeechData_Set001_V0.1_011380.mp3,để ăn uống tại đây
FPTOpenSpeechData_Set001_V0.1_005481.mp3,bạn có biết hẹn hò
FPTOpenSpeechData_Set001_V0.1_000712.mp3,bé yêu và cún xinh
FPTOpenSpeechData_Set001_V0.1_013587.mp3,tại sao nó như vậy
FPTOpenSpeechData_Set001_V0.1_002566.mp3,con gái anh làm gì
FPTOpenSpeechData_Set001_V0.1_011013.mp3,vậy thực hư ra sao
FPTOpenSpeechData_Set001_V0.1_013076.mp3,nó an toàn đến mức
FPTOpenSpeechData_Set001_V0.1_011362.mp3,thầy về nha các em
FPTOpenSpeechData_Set001_V0.1_004072.mp3,quầy mỹ phẩm ở đâu
FPTOpenSpeechData_Set001_V0.1_007591.mp3,bật chế độ làm mát
FPTOpenSpeechData_Set001_V0.1_001667.mp3,anh có loại gỏi gì
FPTOpenSpeechData_Set001_V0.1_001292.mp3,tôi sẽ gặp bạn sau
FPTOpenSpeechData_Set001_V0.1_013862.mp3,tôi cần nó hỏa tốc
FPTOpenSpeechData_Set001_V0.1_012256.mp3,anh đánh giá sai à
FPTOpenSpeechData_Set001_V0.1_008837.mp3,cà phê với sữa kem
FPTOpenSpeechData_Set001_V0.1_008809.mp3,tôi bị hơi thở hôi
FPTOpenSpeechData_Set001_V0.1_004738.mp3,su vẫn đang cô đơn
FPTOpenSpeechData_Set001_V0.1_008789.mp3,làm ơn cho cái này
FPTOpenSpeechData_Set001_V0.1_000877.mp3,cho tôi một ít dấm
FPTOpenSpeechData_Set001_V0.1_002257.mp3,đến giờ tôi vẫn ói
FPTOpenSpeechData_Set001_V0.1_013206.mp3,ti vi chuyển V sáu
FPTOpenSpeechData_Set001_V0.1_002362.mp3,đi xe hơi mấy phút
FPTOpenSpeechData_Set001_V0.1_003741.mp3,và giật giật cổ áo
FPTOpenSpeechData_Set001_V0.1_009444.mp3,tôi ủng hộ điều đó
FPTOpenSpeechData_Set001_V0.1_008730.mp3,cho tôi một ít dấm
FPTOpenSpeechData_Set001_V0.1_000866.mp3,bật chế độ sưởi ấm
FPTOpenSpeechData_Set001_V0.1_002963.mp3,sau một năm eo sèo
FPTOpenSpeechData_Set001_V0.1_009025.mp3,khi gặp điều gì lạ
FPTOpenSpeechData_Set001_V0.1_001995.mp3,tôi đã gọi ba cuộc
FPTOpenSpeechData_Set001_V0.1_002127.mp3,tôi có hai đứa con
FPTOpenSpeechData_Set001_V0.1_009464.mp3,bàn tiếp tân ở đâu
FPTOpenSpeechData_Set001_V0.1_001972.mp3,ti vi chuyển V một
FPTOpenSpeechData_Set001_V0.1_000073.mp3,tôi có vẽ một chút
FPTOpenSpeechData_Set001_V0.1_007043.mp3,tôi cần một đôi vớ
FPTOpenSpeechData_Set001_V0.1_007186.mp3,tôi bị mất máy ảnh
FPTOpenSpeechData_Set001_V0.1_009297.mp3,anh sẽ ghé qua chứ
FPTOpenSpeechData_Set001_V0.1_010411.mp3,con gái anh làm gì
FPTOpenSpeechData_Set001_V0.1_004636.mp3,tôi muốn mua đồ cổ
FPTOpenSpeechData_Set001_V0.1_003063.mp3,tôi cần một đôi vớ
FPTOpenSpeechData_Set001_V0.1_004621.mp3,ai là chúa nói dối
FPTOpenSpeechData_Set001_V0.1_012034.mp3,tôi bị mất máy ảnh
FPTOpenSpeechData_Set001_V0.1_004606.mp3,mở cửa lúc mấy giờ
FPTOpenSpeechData_Set001_V0.1_006769.mp3,da tôi bị phồng -N
FPTOpenSpeechData_Set001_V0.1_002330.mp3,đến giờ tôi vẫn ói
FPTOpenSpeechData_Set001_V0.1_002690.mp3,su vẫn đang cô đơn
FPTOpenSpeechData_Set001_V0.1_004339.mp3,chỗ đậu tắc xi đâu
FPTOpenSpeechData_Set001_V0.1_013953.mp3,nga sẽ trả đũa anh
FPTOpenSpeechData_Set001_V0.1_012412.mp3,có ý kiến phê phán
FPTOpenSpeechData_Set001_V0.1_003049.mp3,tôi cần một ít mực
FPTOpenSpeechData_Set001_V0.1_012757.mp3,bật chế độ sưởi ấm
FPTOpenSpeechData_Set001_V0.1_002086.mp3,à giờ tôi hiểu rồi
FPTOpenSpeechData_Set001_V0.1_010277.mp3,đau âm ỉ nhoi nhói
FPTOpenSpeechData_Set001_V0.1_008828.mp3,nó ở trên tầng bảy
FPTOpenSpeechData_Set001_V0.1_007165.mp3,anh đón xe buýt đó
FPTOpenSpeechData_Set001_V0.1_003635.mp3,tôi đến đây để học
FPTOpenSpeechData_Set001_V0.1_002301.mp3,lấy số ba mươi hai
FPTOpenSpeechData_Set001_V0.1_007105.mp3,một táo và hai cam
FPTOpenSpeechData_Set001_V0.1_009198.mp3,cho tôi một ít dấm
FPTOpenSpeechData_Set001_V0.1_006452.mp3,chỉ bốn mươi đô la
FPTOpenSpeechData_Set001_V0.1_005082.mp3,xe này bị chết máy
FPTOpenSpeechData_Set001_V0.1_005145.mp3,ti vi tắt âm lượng
FPTOpenSpeechData_Set001_V0.1_011572.mp3,tôi đặt một con gà
FPTOpenSpeechData_Set001_V0.1_010785.mp3,anh có nhớ bóng đá
FPTOpenSpeechData_Set001_V0.1_013271.mp3,anh đón xe buýt đó
FPTOpenSpeechData_Set001_V0.1_006471.mp3,đồ ăn thật là ngon
FPTOpenSpeechData_Set001_V0.1_013179.mp3,cô ấy sưu tầm rượu
FPTOpenSpeechData_Set001_V0.1_008532.mp3,tôi luôn ngủ lơ mơ
FPTOpenSpeechData_Set001_V0.1_009201.mp3,tôi cần nó hỏa tốc
FPTOpenSpeechData_Set001_V0.1_002404.mp3,anh hơi bị đần độn
FPTOpenSpeechData_Set001_V0.1_000246.mp3,vui lòng vé B đi a
FPTOpenSpeechData_Set001_V0.1_005139.mp3,ti vi chuyển V sáu
FPTOpenSpeechData_Set001_V0.1_002248.mp3,anh đã vượt đèn đỏ
FPTOpenSpeechData_Set001_V0.1_000005.mp3,ai là chúa nói dối
FPTOpenSpeechData_Set001_V0.1_001885.mp3,cám ơn vì trận đấu
FPTOpenSpeechData_Set001_V0.1_001033.mp3,dùng cả ô tô cổ vũ
FPTOpenSpeechData_Set001_V0.1_005888.mp3,xin lỗi bạn cần gì
FPTOpenSpeechData_Set001_V0.1_005002.mp3,một cuộc đi bộ dài
FPTOpenSpeechData_Set001_V0.1_003764.mp3,kênh bóng đá ti vi
FPTOpenSpeechData_Set001_V0.1_004432.mp3,vậy thực hư ra sao
FPTOpenSpeechData_Set001_V0.1_006924.mp3,về đến đình làm lễ
FPTOpenSpeechData_Set001_V0.1_000804.mp3,chính là nó cảm ơn
FPTOpenSpeechData_Set001_V0.1_001877.mp3,an an phải dậy sớm
FPTOpenSpeechData_Set001_V0.1_005167.mp3,hợp lý và hợp thời
FPTOpenSpeechData_Set001_V0.1_013024.mp3,quá nhỏ với cỡ này
FPTOpenSpeechData_Set001_V0.1_006930.mp3,sân ga số ba ở đâu
FPTOpenSpeechData_Set001_V0.1_000969.mp3,làm ơn cho tiền lẻ
FPTOpenSpeechData_Set001_V0.1_003405.mp3,bàn tay sắt của ông
FPTOpenSpeechData_Set001_V0.1_006035.mp3,đó là điều tự nhiên
FPTOpenSpeechData_Set001_V0.1_003672.mp3,nó sẽ dừng chảy máu
FPTOpenSpeechData_Set001_V0.1_005892.mp3,cây xoài già lụ khụ
FPTOpenSpeechData_Set001_V0.1_007656.mp3,mấy giờ xe điện đến
FPTOpenSpeechData_Set001_V0.1_013690.mp3,bắt đầu lúc sáu giờ
FPTOpenSpeechData_Set001_V0.1_007669.mp3,tên đường này là gì
FPTOpenSpeechData_Set001_V0.1_006886.mp3,ngày nào và giờ nào
FPTOpenSpeechData_Set001_V0.1_010058.mp3,diêm của ông ra sao
FPTOpenSpeechData_Set001_V0.1_007701.mp3,nó không ăn được cá
FPTOpenSpeechData_Set001_V0.1_010553.mp3,tôi cố thu xếp thôi
FPTOpenSpeechData_Set001_V0.1_011084.mp3,tôi muốn đi mua sắm
FPTOpenSpeechData_Set001_V0.1_001457.mp3,hơi bận rộn chút ít
FPTOpenSpeechData_Set001_V0.1_011087.mp3,bồn phun nước ở đâu
FPTOpenSpeechData_Set001_V0.1_011056.mp3,không nó ở trên sàn
FPTOpenSpeechData_Set001_V0.1_006860.mp3,ti vi bóng đá ti vi
FPTOpenSpeechData_Set001_V0.1_010544.mp3,bất kỳ loại nào tốt
FPTOpenSpeechData_Set001_V0.1_014004.mp3,cơn sốt của tôi nhẹ
FPTOpenSpeechData_Set001_V0.1_007681.mp3,anh có súp gà không
FPTOpenSpeechData_Set001_V0.1_002654.mp3,vậy là hết cách rồi
FPTOpenSpeechData_Set001_V0.1_013962.mp3,tôi phải gọi về nhà
FPTOpenSpeechData_Set001_V0.1_005919.mp3,"tôi bệnh , rất bệnh"
FPTOpenSpeechData_Set001_V0.1_013695.mp3,ba mươi ba mươi mốt
FPTOpenSpeechData_Set001_V0.1_003919.mp3,tôi muốn trả xe tại
FPTOpenSpeechData_Set001_V0.1_007761.mp3,ngân hàng nàm ở đâu
FPTOpenSpeechData_Set001_V0.1_003974.mp3,cổ họng tôi rất đau
FPTOpenSpeechData_Set001_V0.1_000799.mp3,vâng được đào ở đây
FPTOpenSpeechData_Set001_V0.1_007117.mp3,tôi cần bơm đầy hơi
FPTOpenSpeechData_Set001_V0.1_010858.mp3,tôi chúc anh vui vẻ
FPTOpenSpeechData_Set001_V0.1_010223.mp3,có ai gọi tôi không
FPTOpenSpeechData_Set001_V0.1_013902.mp3,tôi đau giật ở lưng
FPTOpenSpeechData_Set001_V0.1_000838.mp3,chị có cỡ lớn không
FPTOpenSpeechData_Set001_V0.1_003743.mp3,mắt tôi bị đau nhức
FPTOpenSpeechData_Set001_V0.1_003750.mp3,tôi sẽ tham dự được
FPTOpenSpeechData_Set001_V0.1_001191.mp3,xe bus chạy lúc mấy
FPTOpenSpeechData_Set001_V0.1_000831.mp3,tôi muốn ăn hơi tái
FPTOpenSpeechData_Set001_V0.1_010849.mp3,anh có áo len không
FPTOpenSpeechData_Set001_V0.1_010235.mp3,anh muốn rẽ bên nào
FPTOpenSpeechData_Set001_V0.1_003783.mp3,tôi cần bơm đầy hơi
FPTOpenSpeechData_Set001_V0.1_010773.mp3,bạn có một nụ cười 
FPTOpenSpeechData_Set001_V0.1_010245.mp3,tôi chảy máu khá ít
FPTOpenSpeechData_Set001_V0.1_010252.mp3,hàng tốt không lo ế
FPTOpenSpeechData_Set001_V0.1_000773.mp3,anh ấy đi chưa chưa
FPTOpenSpeechData_Set001_V0.1_002725.mp3,tôi bận vào ngày đó
FPTOpenSpeechData_Set001_V0.1_006451.mp3,tôi muốn ăn hơi tái
FPTOpenSpeechData_Set001_V0.1_000787.mp3,đúng là quê một cục
FPTOpenSpeechData_Set001_V0.1_007394.mp3,tôi có một cửa hàng
FPTOpenSpeechData_Set001_V0.1_001228.mp3,bạn không cần tem à
FPTOpenSpeechData_Set001_V0.1_000801.mp3,nó sẽ dừng chảy máu
FPTOpenSpeechData_Set001_V0.1_003507.mp3,đồng hồ tôi chậm ba
FPTOpenSpeechData_Set001_V0.1_007417.mp3,nước chanh cỡ nào ạ
FPTOpenSpeechData_Set001_V0.1_000844.mp3,ti vi bóng đá ti vi
FPTOpenSpeechData_Set001_V0.1_010221.mp3,ba giờ kém mười lăm
FPTOpenSpeechData_Set001_V0.1_007460.mp3,nó mới lạnh làm sao
FPTOpenSpeechData_Set001_V0.1_006770.mp3,ti vi chuyển VTV ba
FPTOpenSpeechData_Set002_V0.1_000153.mp3,Tử tội hai mốt tuổi
FPTOpenSpeechData_Set001_V0.1_012280.mp3,đủ rồi vâng xin mời
FPTOpenSpeechData_Set001_V0.1_012403.mp3,ba giờ kém mười lăm
FPTOpenSpeechData_Set001_V0.1_006088.mp3,có trừ khi trời mưa
FPTOpenSpeechData_Set001_V0.1_002692.mp3,anh làm tôi phát ốm
FPTOpenSpeechData_Set001_V0.1_007567.mp3,số phòng anh số mấy
FPTOpenSpeechData_Set001_V0.1_011012.mp3,một ba năm bảy chín
FPTOpenSpeechData_Set001_V0.1_007553.mp3,ổn cả chứ ông ures 
FPTOpenSpeechData_Set001_V0.1_010158.mp3,rác rết mất vệ sinh
FPTOpenSpeechData_Set001_V0.1_003879.mp3,hơi bận rộn chút ít
FPTOpenSpeechData_Set001_V0.1_010176.mp3,có phụ phí gì không
FPTOpenSpeechData_Set001_V0.1_007524.mp3,tôi muốn mua một ký
FPTOpenSpeechData_Set001_V0.1_010390.mp3,bảo hiểm một rủi ro
FPTOpenSpeechData_Set001_V0.1_001131.mp3,bóng đã được đá lên
FPTOpenSpeechData_Set001_V0.1_010192.mp3,bật chế độ làm lạnh
FPTOpenSpeechData_Set001_V0.1_006178.mp3,ti vi chuyển K+ một
FPTOpenSpeechData_Set001_V0.1_013780.mp3,tôi muốn vài cái vớ
FPTOpenSpeechData_Set001_V0.1_007232.mp3,tôi muốn đổ đầy lại
FPTOpenSpeechData_Set001_V0.1_006653.mp3,tôi nên đến lúc nào
FPTOpenSpeechData_Set001_V0.1_003792.mp3,may mà còn cảm giác
FPTOpenSpeechData_Set001_V0.1_006648.mp3,lính bắn tỉa nã đạn
FPTOpenSpeechData_Set001_V0.1_010713.mp3,cách nhà bạn bao xa
FPTOpenSpeechData_Set001_V0.1_003423.mp3,người này là phụ nữ
FPTOpenSpeechData_Set001_V0.1_012383.mp3,tôi bị mất cảm giác
FPTOpenSpeechData_Set001_V0.1_005663.mp3,phòng đồng hồ ở đâu
FPTOpenSpeechData_Set001_V0.1_005861.mp3,vì sao khó đập ruồi
FPTOpenSpeechData_Set001_V0.1_005326.mp3,một bánh mì có nhân
FPTOpenSpeechData_Set001_V0.1_000380.mp3,bắt đầu lúc mấy giờ
FPTOpenSpeechData_Set001_V0.1_011458.mp3,các chuyên gia y tế
FPTOpenSpeechData_Set001_V0.1_008817.mp3,tôi muốn đổ đầy lại
FPTOpenSpeechData_Set001_V0.1_004718.mp3,ti vi chuyển VTV ba
FPTOpenSpeechData_Set001_V0.1_012036.mp3,vì sao khó đập ruồi
FPTOpenSpeechData_Set001_V0.1_011440.mp3,da tôi rất nhạy cảm
FPTOpenSpeechData_Set001_V0.1_011814.mp3,rượu vang có vị dịu
FPTOpenSpeechData_Set001_V0.1_005381.mp3,tên anh ấy là Akau 
FPTOpenSpeechData_Set001_V0.1_009685.mp3,đó là một bệnh dịch
FPTOpenSpeechData_Set001_V0.1_005392.mp3,để tôi xem vâng có 
FPTOpenSpeechData_Set001_V0.1_012674.mp3,tôi muốn vài cái vớ
FPTOpenSpeechData_Set001_V0.1_008853.mp3,quầy đổi tiền ở đâu
FPTOpenSpeechData_Set001_V0.1_002461.mp3,toa nào là phòng ăn
FPTOpenSpeechData_Set001_V0.1_004681.mp3,nó là một khách sạn
FPTOpenSpeechData_Set001_V0.1_000126.mp3,sống với em anh nhé
FPTOpenSpeechData_Set001_V0.1_008219.mp3,tăng âm lượng ti vi
FPTOpenSpeechData_Set001_V0.1_005415.mp3,đôi khi nó hứng thú
FPTOpenSpeechData_Set001_V0.1_008193.mp3,tôi nên đi cổng nào
FPTOpenSpeechData_Set001_V0.1_000119.mp3,ban đêm bắng cây đa
FPTOpenSpeechData_Set001_V0.1_011663.mp3,ray thì hay say xỉn
FPTOpenSpeechData_Set001_V0.1_004656.mp3,rượu vang có vị dịu
FPTOpenSpeechData_Set001_V0.1_004654.mp3,tăng âm lượng ti vi
FPTOpenSpeechData_Set001_V0.1_005496.mp3,đi bộ từ đây bao xa
FPTOpenSpeechData_Set001_V0.1_004075.mp3,tôi có đủ dầu không
FPTOpenSpeechData_Set001_V0.1_002949.mp3,cục đông máu đủ lớn
FPTOpenSpeechData_Set001_V0.1_002120.mp3,ti vi chuyển K+ một
FPTOpenSpeechData_Set001_V0.1_011798.mp3,ti vi giảm âm lượng
FPTOpenSpeechData_Set001_V0.1_001684.mp3,món xa lát chưa đến
FPTOpenSpeechData_Set001_V0.1_002859.mp3,tôi muốn có phô mai
FPTOpenSpeechData_Set001_V0.1_012040.mp3,khi nào họ làm xong
